loss,hyperparameters,iteration,runtime,score
0.5,"{'C': 2.8203406061121585, 'class_weight': None, 'gamma': 'auto', 'kernel': 'rbf', 'tol': 0.003462519081952921}",1,0.37626384053923867,0.5
0.5013335459565053,"{'C': 9.508455229370238, 'class_weight': None, 'gamma': 'auto', 'kernel': 'poly', 'tol': 0.00232890496282016}",2,0.33485326287072553,0.49866645404349474
0.47208692421494547,"{'C': 2.6492374407618726, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'sigmoid', 'tol': 0.0005501091502680108}",3,0.7510620804531544,0.5279130757850545
0.5,"{'C': 2.6540551769580647, 'class_weight': None, 'gamma': 'auto', 'kernel': 'rbf', 'tol': 0.00281162941462504}",4,0.4345934654265453,0.5
0.47207668567551153,"{'C': 6.903849930235748, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'rbf', 'tol': 0.0036334955109781834}",5,0.5453570326856672,0.5279233143244885
0.5009009009009009,"{'C': 6.5090640614603545, 'class_weight': None, 'kernel': 'linear', 'tol': 0.007209117973995266}",6,1.1202133846243774,0.49909909909909905
0.5009009009009009,"{'C': 6.232380649964734, 'class_weight': None, 'kernel': 'linear', 'tol': 0.003501170383933432}",7,1.2852067350215406,0.49909909909909905
0.5009009009009009,"{'C': 9.791720181729735, 'class_weight': None, 'kernel': 'linear', 'tol': 0.00431050723900103}",8,1.4273606090071933,0.49909909909909905
0.5,"{'C': 0.3513408035567922, 'class_weight': None, 'kernel': 'linear', 'tol': 0.0007844503298313921}",9,0.7740969702813736,0.5
0.4818972970137383,"{'C': 5.472603040382684, 'class_weight': None, 'gamma': 'scale', 'kernel': 'rbf', 'tol': 0.009720552474673554}",10,0.4542820071603231,0.5181027029862617
0.4750472020669412,"{'C': 7.256113947069094, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'rbf', 'tol': 0.009062325557846107}",11,0.5893988648101836,0.5249527979330588
0.47072215307251164,"{'C': 2.100634199144432, 'class_weight': None, 'gamma': 'scale', 'kernel': 'sigmoid', 'tol': 0.008163034204985016}",12,0.20617054129943035,0.5292778469274884
0.5009009009009009,"{'C': 4.336102373148996, 'class_weight': None, 'kernel': 'linear', 'tol': 0.0015727411802470828}",13,1.4592509692804132,0.49909909909909905
0.47251905605243083,"{'C': 6.6704095658281055, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'rbf', 'tol': 0.006030985879725465}",14,0.5628994401704279,0.5274809439475692
0.41920835572646975,"{'C': 5.7401094692583055, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf', 'tol': 0.006455065075657436}",15,0.7064024347317055,0.5807916442735302
0.4250146546042072,"{'C': 3.8448221904347957, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf', 'tol': 0.002552095365434762}",16,0.7134415844017425,0.5749853453957928
0.5009009009009009,"{'C': 6.878703889027222, 'class_weight': None, 'kernel': 'linear', 'tol': 0.0019221711245929563}",17,1.4573872884852435,0.49909909909909905
0.4852214033344652,"{'C': 7.610659622030836, 'class_weight': None, 'gamma': 'scale', 'kernel': 'poly', 'tol': 0.005028190269373221}",18,0.418783325347551,0.5147785966655348
0.48577383792880413,"{'C': 7.006225088037885, 'class_weight': None, 'gamma': 'scale', 'kernel': 'sigmoid', 'tol': 0.005550410908099628}",19,0.19156445506749975,0.5142261620711959
0.49190404558698386,"{'C': 2.817967178880101, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'poly', 'tol': 0.008012208709418827}",20,0.6782185293732397,0.5080959544130161
0.42142898001442564,"{'C': 4.2271431445968854, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf', 'tol': 0.006625875266468346}",21,0.6997131518776118,0.5785710199855744
0.4315338905032877,"{'C': 8.219031365327085, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf', 'tol': 0.006564029313679903}",22,0.6721769267954887,0.5684661094967123
0.4200083140719715,"{'C': 5.015763559894685, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf', 'tol': 0.007150382535365729}",23,0.7064369947464506,0.5799916859280285
0.41610321479117196,"{'C': 5.423551607630169, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf', 'tol': 0.007813676543003452}",24,0.6934385892004649,0.583896785208828
0.43241698600934275,"{'C': 8.395027219692377, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf', 'tol': 0.009966887454955092}",25,0.7212427610635785,0.5675830139906572
0.4624130889218583,"{'C': 5.648610643297635, 'class_weight': 'balanced', 'gamma': 'scale', 'kernel': 'poly', 'tol': 0.008726604799379948}",26,0.5262338245264324,0.5375869110781417
0.4723311990676713,"{'C': 0.9458530484906955, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'sigmoid', 'tol': 0.007540085523915474}",27,0.77381110349274,0.5276688009323287
0.4175249517109766,"{'C': 3.580124771837738, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf', 'tol': 0.004758202283657118}",28,0.7132133176376811,0.5824750482890234
0.4374692167483364,"{'C': 1.4049529744716698, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf', 'tol': 0.004526603220522281}",29,0.7754772375369541,0.5625307832516636
0.4223376591552629,"{'C': 3.5979329491610508, 'class_weight': 'balanced', 'gamma': 'auto', 'kernel': 'rbf', 'tol': 0.005355150396614862}",30,0.7482759459310699,0.5776623408447371
