loss,hyperparameters,iteration,runtime,score
0.4920514790673902,"{'algorithm': 'auto', 'leaf_size': 14, 'n_jobs': 4, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",92,0.8174433354424906,0.5079485209326098
0.5,"{'algorithm': 'ball_tree', 'leaf_size': 91, 'n_jobs': 4, 'n_neighbors': 23, 'p': 1, 'weights': 'uniform'}",93,0.7477822923871003,0.5
0.5,"{'algorithm': 'brute', 'leaf_size': 16, 'n_jobs': 4, 'n_neighbors': 38, 'p': 1, 'weights': 'distance'}",94,1.003776854944789,0.5
0.5,"{'algorithm': 'kd_tree', 'leaf_size': 55, 'n_jobs': 4, 'n_neighbors': 93, 'p': 1, 'weights': 'distance'}",95,0.5577346379667745,0.5
0.5,"{'algorithm': 'auto', 'leaf_size': 45, 'n_jobs': 4, 'n_neighbors': 75, 'p': 1, 'weights': 'uniform'}",96,0.8605959938542895,0.5
0.5,"{'algorithm': 'auto', 'leaf_size': 60, 'n_jobs': 4, 'n_neighbors': 12, 'p': 1, 'weights': 'distance'}",97,0.5497239678822297,0.5
0.5,"{'algorithm': 'auto', 'leaf_size': 72, 'n_jobs': 4, 'n_neighbors': 87, 'p': 1, 'weights': 'uniform'}",98,0.7409897561556278,0.5
0.5,"{'algorithm': 'brute', 'leaf_size': 82, 'n_jobs': 4, 'n_neighbors': 46, 'p': 1, 'weights': 'distance'}",99,0.8452197739604372,0.5
0.5,"{'algorithm': 'kd_tree', 'leaf_size': 37, 'n_jobs': 4, 'n_neighbors': 29, 'p': 1, 'weights': 'uniform'}",100,0.8958241688849853,0.5
0.5,"{'algorithm': 'auto', 'leaf_size': 96, 'n_jobs': 4, 'n_neighbors': 72, 'p': 1, 'weights': 'distance'}",101,0.5784830201527456,0.5
0.5,"{'algorithm': 'ball_tree', 'leaf_size': 83, 'n_jobs': 4, 'n_neighbors': 44, 'p': 1, 'weights': 'uniform'}",102,0.8283109667460167,0.5
